genres,id,original_title
" ,  Comedy,  ,  Romance,  ,  Drama",24481,Born Yesterday
" ,  Drama,  ,  History",11296,Birdy
" ,  Comedy,  ,  Drama,  ,  Romance",61651,And God Created Woman
" ,  Horror",28172,Blood Feast
" ,  Adventure,  ,  Family",57855,"Charlie, the Lonesome Cougar"
" ,  Horror",28180,Color Me Blood Red
" ,  Action,  ,  Adventure,  ,  Drama",14280,Never Cry Wolf
" ,  Crime,  ,  Horror",72086,The Night Visitor
" ,  Comedy",149687,The Perils of Pauline
" ,  Romance,  ,  Drama",29478,A Raisin in the Sun
" ,  Horror",28177,Two Thousand Maniacs!
" ,  Drama,  ,  Action,  ,  Thriller,  ,  Mystery",64166,Brown's Requiem
" ,  Comedy,  ,  Romance,  ,  Foreign",73642,The Closer You Get
" ,  Science Fiction",2067,Mission to Mars
" ,  Horror,  ,  Mystery,  ,  Thriller",622,The Ninth Gate
" ,  Documentary",110666,Condo Painting
" ,  Drama",28463,Est -Ouest
" ,  Fantasy,  ,  Drama,  ,  Comedy",12186,Defending Your Life
" ,  Drama,  ,  Comedy",20283,Breaking Away
" ,  Drama,  ,  Family",5693,Hoosiers
" ,  Comedy,  ,  Romance",287,Bull Durham
" ,  Crime,  ,  Drama,  ,  Thriller",968,Dog Day Afternoon
" ,  Comedy,  ,  Drama",838,American Graffiti
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",16958,The Asphalt Jungle
" ,  Western",3114,The Searchers
" ,  War,  ,  Action",31938,The Devil's Brigade
" ,  Drama,  ,  Western,  ,  Romance",12501,The Big Country
" ,  Romance,  ,  Crime,  ,  Drama",22650,Mélodie en sous-sol
" ,  Action,  ,  Drama,  ,  Romance,  ,  Thriller",31618,Betrayed
" ,  Music",42232,Bound for Glory
" ,  Action,  ,  History,  ,  War",15873,The Bridge at Remagen
" ,  Action,  ,  Comedy,  ,  Western",26928,Buck and the Preacher
" ,  Drama,  ,  Romance",68427,Daughters of the Dust
" ,  Science Fiction",25392,Destination Moon
,67455,La nuit fantastique
" ,  Drama,  ,  History,  ,  Thriller,  ,  War",22178,Hangmen Also Die!
" ,  Drama",48213,Der Unhold
" ,  Science Fiction,  ,  Drama,  ,  Romance",35412,On the Beach
" ,  Drama,  ,  Thriller",43463,Railroaded!
" ,  Comedy,  ,  Music,  ,  Drama",59939,Slaves to the Underground
,159727,Song of Freedom
,244151,Big Fella
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Thriller",8333,The Taking of Pelham One Two Three
" ,  Comedy",19259,Volunteers
" ,  Drama,  ,  Thriller,  ,  History",820,JFK
" ,  Comedy,  ,  Crime,  ,  Mystery",11718,Who's Harry Crumb?
" ,  Comedy,  ,  Family,  ,  Fantasy",8989,Harry and the Hendersons
" ,  Action,  ,  Adventure",32031,Let's Get Harry
" ,  Adventure",58048,Shanghai Surprise
" ,  Comedy",26827,Who's That Girl
" ,  Comedy",11157,She-Devil
" ,  Comedy,  ,  Fantasy,  ,  Romance,  ,  Science Fiction",28370,Date With an Angel
" ,  Comedy,  ,  Romance",918,Blind Date
" ,  Action,  ,  Comedy,  ,  Romance",61178,Nadine
" ,  Adventure,  ,  Comedy,  ,  Family",11176,The Muppet Movie
" ,  Crime,  ,  Family,  ,  Comedy",14900,The Great Muppet Caper
" ,  Romance,  ,  Comedy,  ,  Family",11899,The Muppets Take Manhattan
" ,  Adventure,  ,  Comedy,  ,  Family,  ,  Music",36536,Sesame Street Presents Follow That Bird
" ,  Animation,  ,  Science Fiction,  ,  Family",18890,We're Back! A Dinosaur's Story
" ,  Adventure,  ,  Fantasy,  ,  Action,  ,  Science Fiction,  ,  Family",19736,Baby: Secret of the Lost Legend
" ,  Romance,  ,  Comedy,  ,  Drama",123047,Turtle Diary
" ,  Action,  ,  Drama,  ,  Thriller",24575,Raise the Titanic
" ,  Drama,  ,  Action,  ,  Romance",16535,Titanic
" ,  Drama,  ,  Action,  ,  History",10971,A Night to Remember
" ,  War,  ,  Action,  ,  Adventure,  ,  Drama",23928,Captain Horatio Hornblower R.N.
" ,  Drama,  ,  Romance,  ,  Foreign",31336,Les convoyeurs attendent
" ,  Drama",462,Erin Brockovich
" ,  Horror",9532,Final Destination
,117259,Soft Fruit
" ,  Drama,  ,  Music,  ,  TV Movie",78231,Babymother
" ,  Adventure,  ,  Drama,  ,  Family",2383,L'Ours
" ,  Drama,  ,  Thriller,  ,  Mystery",25503,Impact
" ,  Drama,  ,  Romance",53879,Love Is a Many-Splendored Thing
" ,  Drama,  ,  History",1396,Зеркало
" ,  Action,  ,  Adventure,  ,  Comedy",11570,The Crimson Pirate
" ,  Drama,  ,  Thriller,  ,  Crime,  ,  Adventure",1541,Thelma & Louise
,150043,Something For Everyone
" ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",17443,...And Justice for All
" ,  Comedy",8469,Animal House
" ,  Comedy,  ,  Romance",27995,She's Gotta Have It
" ,  Comedy,  ,  Drama",36739,School Daze
" ,  Drama",925,Do the Right Thing
" ,  Drama,  ,  Romance",41823,Mo' Better Blues
" ,  Drama,  ,  Romance",1713,Jungle Fever
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",26170,Coogan's Bluff
" ,  Drama,  ,  Family",30547,The Champ
" ,  Animation,  ,  Comedy,  ,  Family",54825,Creature Comforts
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",13939,Death Wish
" ,  Action,  ,  Crime,  ,  Thriller",14373,Death Wish 2
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",24873,Death Wish 3
" ,  Thriller,  ,  Action,  ,  Adventure,  ,  Crime",26263,Death Wish 4: The Crackdown
" ,  Action,  ,  Crime,  ,  Drama,  ,  Thriller",34746,Death Wish 5: The Face of Death
" ,  Drama,  ,  Mystery,  ,  Thriller",996,Double Indemnity
" ,  Drama,  ,  Romance",9079,Dying Young
" ,  Drama,  ,  Action,  ,  Comedy,  ,  Music,  ,  Romance",1496,Cool as Ice
" ,  Science Fiction,  ,  Action,  ,  Adventure,  ,  Comedy,  ,  Family",1498,Teenage Mutant Ninja Turtles
" ,  Science Fiction,  ,  Adventure,  ,  Action,  ,  Comedy,  ,  Family",1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Family,  ,  Fantasy,  ,  Science Fiction",1499,Teenage Mutant Ninja Turtles III
" ,  Action,  ,  Thriller",1880,Red Dawn
" ,  Action,  ,  Crime,  ,  Drama",33762,Band of the Hand
" ,  Drama,  ,  Action",103960,Born American
" ,  Action",11690,Bloodsport
" ,  Drama,  ,  Horror,  ,  Mystery,  ,  Thriller",29143,Eyes of Laura Mars
" ,  Comedy",35292,Funny Bones
" ,  Drama",36652,The Good Earth
" ,  Comedy,  ,  Drama,  ,  War",801,"Good Morning, Vietnam"
" ,  Drama,  ,  Romance",104301,The Good Mother
" ,  Comedy,  ,  Family,  ,  Romance",11520,Grumpy Old Men
" ,  Comedy,  ,  Drama,  ,  Romance",1879,Guess Who's Coming to Dinner
" ,  Action,  ,  Crime,  ,  Thriller",2085,Romeo Must Die
" ,  Romance",13539,Here On Earth
" ,  Drama,  ,  Comedy,  ,  Romance",16222,Whatever It Takes
" ,  Drama,  ,  Thriller,  ,  Romance",109479,Buddy Boy
" ,  Drama,  ,  Family",17078,رنگ خدا
" ,  Drama,  ,  Romance",37722,Waking the Dead
" ,  Drama,  ,  Romance",75892,Sangre y arena
" ,  Drama,  ,  Fantasy,  ,  Horror",33516,Gothic
" ,  Comedy,  ,  Horror,  ,  Music",99008,Hillbillys in a Haunted House
" ,  Thriller,  ,  Adventure,  ,  Drama",9960,Lord of the Flies
" ,  Drama,  ,  Comedy",3082,Modern Times
" ,  Comedy",49338,National Lampoon's Last Resort
" ,  Adventure,  ,  Drama,  ,  Action,  ,  Thriller,  ,  Science Fiction,  ,  Foreign",2102,Solar Crisis
" ,  Comedy,  ,  Drama",52961,That's Life!
" ,  Fantasy,  ,  Drama,  ,  Comedy,  ,  Science Fiction,  ,  Romance",12187,Heart and Souls
" ,  Action,  ,  Drama,  ,  Western",24748,Hud
" ,  Drama",990,The Hustler
" ,  Drama,  ,  History",1908,Inherit the Wind
" ,  Action,  ,  Adventure,  ,  Drama",9764,Дерсу Узала
" ,  Science Fiction,  ,  Drama",840,Close Encounters of the Third Kind
" ,  Mystery,  ,  Horror",39890,The City of the Dead
,42237,Jonas qui aura 25 ans en l'an 2000
" ,  Science Fiction,  ,  Thriller",26689,Retroactive
" ,  Drama,  ,  Romance",25673,A Place in the Sun
" ,  Drama,  ,  Mystery,  ,  Horror",2291,Jacob's Ladder
" ,  Comedy,  ,  Drama",13531,Empire Records
" ,  Drama,  ,  Music",16620,La Bamba
" ,  Adventure,  ,  Drama,  ,  Fantasy,  ,  Romance",526,Ladyhawke
" ,  Comedy,  ,  Drama,  ,  Romance",13346,Lucas
" ,  Comedy,  ,  Drama,  ,  Romance,  ,  Music",243,High Fidelity
" ,  Adventure,  ,  Animation,  ,  Comedy,  ,  Family",10501,The Road to El Dorado
" ,  Crime,  ,  Drama,  ,  Thriller",11478,The Skulls
" ,  Horror,  ,  Thriller",96167,Macchie solari
" ,  Science Fiction",24212,Devil Girl from Mars
" ,  Western",6644,El Dorado
" ,  Horror,  ,  Science Fiction",41038,The Hideous Sun Demon
" ,  Adventure,  ,  Fantasy,  ,  Comedy,  ,  Family",879,Hook
" ,  Horror",32613,Horror Express
" ,  Comedy,  ,  Romance",39406,My Chauffeur
" ,  Adventure,  ,  Drama,  ,  Action,  ,  Romance",85689,The Son of the Sheik
" ,  Horror,  ,  Mystery,  ,  Thriller",31624,I corpi presentano tracce di violenza carnale
" ,  Western",17529,True Grit
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Drama",40841,Roadside Prophets
" ,  Drama,  ,  Music",118098,Madame Sousatzka
" ,  Comedy,  ,  Drama,  ,  Family",1793,Max Dugan Returns
" ,  Drama,  ,  Crime",11327,Midnight Express
" ,  Drama,  ,  Thriller",1700,Misery
" ,  Drama,  ,  Comedy",54087,Mr. Saturday Night
" ,  Comedy,  ,  Romance",34322,Murphy's Romance
" ,  Drama,  ,  Romance",41659,My Life
" ,  Drama,  ,  Science Fiction,  ,  Adventure,  ,  Mystery",593,Солярис
" ,  Drama",10774,Network
" ,  Action,  ,  Drama,  ,  Thriller",10083,No Way Out
" ,  Comedy,  ,  Drama",29786,North Dallas Forty
" ,  Comedy",11356,The Odd Couple
" ,  Drama,  ,  Western",10747,The Outlaw Josey Wales
" ,  Drama",38809,Black and White
" ,  Crime,  ,  Drama,  ,  Science Fiction,  ,  Thriller",10559,Frequency
" ,  Action,  ,  Comedy,  ,  Drama",20697,Ready to Rumble
" ,  Romance,  ,  Comedy,  ,  Drama",2621,Return to Me
" ,  Action,  ,  Adventure,  ,  Drama,  ,  History,  ,  War",10479,Rules of Engagement
" ,  Drama",125709,Joe Gould's Secret
" ,  Comedy,  ,  Romance",49721,Me Myself I
" ,  Fantasy,  ,  Comedy,  ,  Romance",2006,"Bell, Book and Candle"
" ,  Drama,  ,  Crime,  ,  Horror",184885,The Bells
" ,  Drama,  ,  Thriller",46625,The End of Violence
" ,  Action,  ,  Adventure,  ,  War,  ,  Thriller",17339,Force 10 from Navarone
" ,  Comedy,  ,  Music,  ,  Romance",26879,How to Stuff a Wild Bikini
" ,  Crime,  ,  Drama,  ,  Comedy",11305,Mystery Train
" ,  Crime,  ,  Drama,  ,  History",48211,Sacco e Vanzetti
" ,  Action,  ,  Thriller",28975,Taffin
" ,  Comedy,  ,  Drama,  ,  Romance",13665,Arthur
" ,  Comedy",12309,Bachelor Party
" ,  Comedy,  ,  Drama,  ,  Family",1552,Parenthood
" ,  Science Fiction,  ,  Action,  ,  Adventure,  ,  Thriller",106,Predator
" ,  Drama,  ,  Romance",10333,The Prince of Tides
" ,  Romance,  ,  Crime,  ,  Drama",11027,The Postman Always Rings Twice
" ,  Drama,  ,  Comedy",61560,Smoking / No Smoking
" ,  Comedy",123757,All the Vermeers in New York
" ,  Drama",27197,雪之丞変化
" ,  Comedy,  ,  Drama",10468,28 Days
" ,  Thriller,  ,  Drama,  ,  Crime",1359,American Psycho
" ,  Comedy",4967,Keeping the Faith
" ,  Comedy,  ,  Crime,  ,  Drama",31776,Where the Money is
" ,  Comedy",10557,East Is East
" ,  Documentary,  ,  Music",27745,The Filth and the Fury
" ,  Drama,  ,  Romance",19214,Passion of Mind
" ,  Action,  ,  Drama,  ,  Thriller",46686,Third World Cop
" ,  Drama",71402,Coming Apart
" ,  Comedy,  ,  Drama",13776,Diner
" ,  Action,  ,  Comedy",26291,Shakes the Clown
" ,  Drama,  ,  Music,  ,  Romance",10784,Cabaret
" ,  Drama,  ,  Horror,  ,  Thriller",10242,What Ever Happened to Baby Jane?
" ,  Drama",27857,Prick Up Your Ears
" ,  Comedy,  ,  Drama",16347,Auntie Mame
" ,  Comedy,  ,  Music,  ,  Romance",4825,Guys and Dolls
" ,  Horror,  ,  Thriller,  ,  Romance",11654,The Hunger
" ,  Thriller",10518,Marathon Man
" ,  Comedy",11977,Caddyshack
" ,  Drama,  ,  Mystery,  ,  Thriller",18041,Gossip
" ,  Action,  ,  Comedy,  ,  Drama,  ,  Romance",14736,Love & Basketball
" ,  Action,  ,  Drama,  ,  Thriller,  ,  War",3536,U-571
" ,  Drama,  ,  Romance",1443,The Virgin Suicides
" ,  Crime,  ,  Drama,  ,  Mystery",10424,Jennifer Eight
" ,  Drama",80677,La Legge
" ,  Comedy,  ,  Drama,  ,  Romance",28971,Limelight
" ,  Drama,  ,  Horror,  ,  Romance",49096,Ai No Borei
" ,  Drama",310431,Stacy's Knights
" ,  Comedy,  ,  Drama",40562,Committed
" ,  Action,  ,  Science Fiction,  ,  Thriller",9456,The Crow: Salvation
" ,  Science Fiction,  ,  Comedy,  ,  Family,  ,  Romance",889,The Flintstones in Viva Rock Vegas
" ,  Comedy,  ,  Drama,  ,  Romance",10564,Where the Heart Is
" ,  Comedy,  ,  Drama",15723,The Big Kahuna
" ,  Comedy,  ,  Drama,  ,  Foreign,  ,  Romance",19600,Bossa Nova
" ,  Comedy,  ,  Romance",125537,Smiling Fish & Goat On Fire
" ,  Drama,  ,  Comedy",452,Idioterne
" ,  Drama,  ,  Foreign,  ,  Romance",68170,The Last September
" ,  Drama",36234,Timecode
" ,  Horror,  ,  Science Fiction",39283,Carnosaur
" ,  Horror,  ,  Science Fiction",65460,Carnosaur 2
" ,  Action,  ,  Horror,  ,  Science Fiction",55667,Carnosaur 3: Primal Species
" ,  Drama,  ,  Romance",31978,Defying Gravity
" ,  Action,  ,  Horror,  ,  Science Fiction,  ,  Thriller",12476,The Hidden
" ,  Drama,  ,  Romance",5241,Two Moon Junction
" ,  Action,  ,  Drama,  ,  Adventure",98,Gladiator
" ,  Romance,  ,  Drama,  ,  Adventure",21311,I Dreamed of Africa
" ,  Drama,  ,  Romance",47724,Up at the Villa
" ,  Comedy,  ,  Drama",11129,Human Traffic
" ,  Drama",94214,"Jails, Hospitals & Hip-Hop"
,117781,1-2-3-4 ou Les collants noirs
" ,  Action,  ,  Drama,  ,  Romance,  ,  Thriller",1058,Breathless
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Family",37112,The Great Locomotive Chase
" ,  Drama,  ,  Romance,  ,  Music",42159,The Idolmaker
" ,  Horror,  ,  Thriller",16395,Inferno
" ,  Drama",50627,The King of Marvin Gardens
" ,  Drama,  ,  Adventure,  ,  Fantasy",5608,"Die Nibelungen, Teil 1: Siegfried"
" ,  Drama",38925,The Lords of Flatbush
" ,  Comedy,  ,  Drama,  ,  Family",13105,Mr. Mom
" ,  Animation,  ,  Drama,  ,  Family,  ,  Science Fiction,  ,  Mystery",22501,Les Maîtres du temps
" ,  Action,  ,  Science Fiction,  ,  War",5491,Battlefield Earth
" ,  Drama,  ,  Music",10560,Center Stage
" ,  Comedy",19489,Held Up
" ,  Action,  ,  Comedy",19419,Screwed
" ,  Comedy,  ,  Romance",23531,Whipped
" ,  Drama",10688,Hamlet
" ,  Comedy,  ,  Fantasy,  ,  Music,  ,  Romance",17889,Anchors Aweigh
" ,  Comedy,  ,  Music,  ,  Romance",18228,Blue Hawaii
" ,  Adventure,  ,  Family,  ,  Comedy,  ,  Western",80351,The Castaway Cowboy
" ,  Comedy,  ,  Music",18642,G.I. Blues
" ,  Comedy",205054,The Gay Deceivers
" ,  Comedy,  ,  Drama,  ,  Music",39391,Gypsy
" ,  Drama,  ,  Action,  ,  Music,  ,  Romance",18644,King Creole
" ,  Comedy,  ,  Music,  ,  Romance",31516,On the Town
" ,  Family",45827,One Little Indian
" ,  Adventure,  ,  Comedy",5683,Pee-wee's Big Adventure
" ,  Documentary",113279,Regret to Inform
" ,  Drama,  ,  Music,  ,  Romance",2094,Roustabout
" ,  Animation,  ,  Family",14906,Saludos Amigos
" ,  Adventure,  ,  Family,  ,  Fantasy,  ,  Romance",16176,The Slipper and the Rose
" ,  Drama,  ,  Comedy,  ,  Crime",52770,Things Change
" ,  Action,  ,  Comedy,  ,  Romance,  ,  Thriller",12518,Honeymoon in Vegas
" ,  Animation,  ,  Family",10567,Dinosaur
" ,  Drama,  ,  Comedy,  ,  Romance,  ,  Family",10642,Loser
" ,  Comedy,  ,  Adventure",9285,Road Trip
" ,  Action,  ,  Comedy,  ,  Crime",10569,Small Time Crooks
" ,  Comedy",21879,The Hollywood Knights
" ,  Drama,  ,  Comedy",98502,The Myth Of Fingerprints
" ,  Drama,  ,  Horror",21484,Possession
" ,  Comedy",24918,The Twelve Chairs
" ,  Adventure,  ,  Action,  ,  Thriller",955,Mission: Impossible II
" ,  Adventure,  ,  Action,  ,  Comedy,  ,  Western",8584,Shanghai Noon
" ,  Documentary,  ,  Music",47295,Better Living Through Circuitry
" ,  Drama,  ,  Comedy",11332,8 ½ Women
" ,  Horror,  ,  Mystery",16093,Carnival of Souls
" ,  Action,  ,  Drama,  ,  History",29372,Flying Tigers
" ,  Adventure,  ,  Comedy,  ,  Drama",962,The Gold Rush
" ,  Fantasy,  ,  Horror,  ,  Science Fiction",5483,Lisa e il diavolo
" ,  Romance,  ,  Comedy",21060,It's in the Water
" ,  Comedy,  ,  Crime,  ,  Drama",30588,Monsieur Verdoux
" ,  Adventure,  ,  Action,  ,  Thriller",668,On Her Majesty's Secret Service
" ,  Drama,  ,  Thriller",23518,Seven Days in May
" ,  Adventure,  ,  Action,  ,  Thriller",691,The Spy Who Loved Me
" ,  Romance,  ,  Drama",31353,Ceux qui m'aiment prendront le train
" ,  Drama",44018,Sans toit ni loi
" ,  Action,  ,  Adventure,  ,  Thriller,  ,  Science Fiction",698,Moonraker
" ,  Adventure,  ,  Action,  ,  Thriller",682,The Man with the Golden Gun
" ,  Comedy,  ,  Drama",28973,A King in New York
" ,  Drama,  ,  Romance",28974,A Woman of Paris: A Drama of Fate
" ,  Action,  ,  Romance,  ,  Western",40685,In Old California
" ,  Action,  ,  War",22994,The Fighting Seabees
" ,  Drama,  ,  Romance,  ,  Western",40639,Dark Command
" ,  Comedy,  ,  Drama",499,Cléo de cinq à sept
" ,  Crime,  ,  Comedy",9600,Big Momma's House
" ,  Family",120077,Running Free
" ,  Adventure,  ,  Horror",38006,The Abominable Snowman
" ,  Thriller,  ,  Drama,  ,  Crime,  ,  Romance",2768,American Gigolo
" ,  Crime,  ,  Horror,  ,  Thriller",42002,Angustia
" ,  Horror",40365,La novia ensangrentada
" ,  Horror",24920,Paura nella città dei morti viventi
" ,  Documentary",21,The Endless Summer
" ,  Action,  ,  Adventure,  ,  Drama,  ,  War",10911,The Guns of Navarone
" ,  Drama,  ,  Comedy",10102,La Grande bouffe
" ,  Drama,  ,  Thriller,  ,  Mystery",30308,Lured
" ,  Fantasy,  ,  Drama,  ,  Mystery,  ,  Romance",38688,Pandora and the Flying Dutchman
" ,  Horror,  ,  Science Fiction",26912,Quatermass and the Pit
" ,  Horror,  ,  Science Fiction",26278,Quatermass II
" ,  Horror",26953,Puppet Master
" ,  Horror",26954,Puppet Master II
" ,  Horror",26956,Puppet Master III Toulon's Revenge
" ,  Horror",26957,Puppet Master 4
" ,  Horror",26958,Puppet Master 5: The Final Chapter
" ,  Horror",26959,Curse of the Puppet Master
" ,  Horror",26960,Retro Puppet Master
" ,  Comedy,  ,  Crime,  ,  Action",80287,Rent-a-Cop
" ,  Drama,  ,  Romance",6003,Romeo and Juliet
" ,  Comedy,  ,  Fantasy",23939,Stay Tuned
" ,  Drama,  ,  War",46614,Ernie Pyle's Story of G.I. Joe
" ,  Western,  ,  Comedy",11072,Blazing Saddles
" ,  Adventure,  ,  Family,  ,  Romance",23069,Benji
" ,  Action,  ,  Adventure,  ,  Family",21299,Benji the Hunted
" ,  Family",38802,For the Love of Benji
" ,  Comedy,  ,  Music,  ,  Romance",13368,White Christmas
" ,  Drama,  ,  Fantasy,  ,  Horror,  ,  Science Fiction",985,Eraserhead
" ,  Documentary",14002,Baraka
" ,  Crime,  ,  Drama,  ,  Romance",541,The Man with the Golden Arm
" ,  Documentary,  ,  Music",21137,The Decline of Western Civilization
" ,  Documentary,  ,  Music",36724,The Decline of Western Civilization Part II: The Metal Years
" ,  Western",938,Per qualche dollaro in più
" ,  Action,  ,  Crime,  ,  Thriller",10648,Magnum Force
" ,  Crime,  ,  Drama,  ,  Thriller",11368,Blood Simple
" ,  Music,  ,  Drama,  ,  Romance",10875,The Fabulous Baker Boys
" ,  Romance,  ,  Comedy,  ,  Crime,  ,  Drama",2075,Prizzi's Honor
" ,  Drama,  ,  Horror,  ,  Science Fiction,  ,  Thriller",1551,Flatliners
" ,  Animation,  ,  Science Fiction,  ,  Fantasy,  ,  Adventure",22500,Gandahar
" ,  Comedy",10246,Porky's
" ,  Comedy",19698,Porky's II: The Next Day
" ,  Comedy",23919,Porky's Revenge
" ,  Comedy,  ,  Romance",18835,Private School
" ,  Horror,  ,  Comedy,  ,  Science Fiction",26554,Class of Nuke 'Em High
" ,  Science Fiction,  ,  Action,  ,  Comedy,  ,  Horror",15239,The Toxic Avenger
" ,  Comedy,  ,  Horror,  ,  Action",28165,The Toxic Avenger Part II
" ,  Comedy,  ,  Horror,  ,  Action,  ,  Science Fiction",28169,The Toxic Avenger Part III: The Last Temptation of Toxie
" ,  Comedy,  ,  Horror,  ,  Science Fiction",15762,Night of the Creeps
" ,  Science Fiction,  ,  Action,  ,  Thriller",169,Predator 2
" ,  Action,  ,  Science Fiction",865,The Running Man
" ,  Action,  ,  Adventure,  ,  Romance,  ,  Science Fiction",9663,Starman
" ,  Comedy,  ,  Drama,  ,  Science Fiction",26889,The Brother from Another Planet
" ,  Crime,  ,  Science Fiction,  ,  Thriller",10128,Alien Nation
" ,  Adventure,  ,  Action,  ,  Thriller,  ,  Science Fiction",9659,Mad Max
" ,  Adventure,  ,  Action,  ,  Thriller,  ,  Science Fiction",8810,Mad Max 2
" ,  Action,  ,  Adventure,  ,  Science Fiction",9355,Mad Max Beyond Thunderdome
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Romance",1727,Bird on a Wire
" ,  Horror,  ,  Mystery,  ,  Thriller",635,Angel Heart
" ,  Drama,  ,  Romance",10068,Nine 1/2 Weeks
" ,  Fantasy,  ,  Drama,  ,  Horror,  ,  Action,  ,  Thriller",11495,Firestarter
" ,  Fantasy,  ,  Horror,  ,  Thriller",11428,Sleepwalkers
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Crime,  ,  Drama",10117,Action Jackson
" ,  Drama,  ,  Family,  ,  Foreign,  ,  Music",35936,Sarafina!
" ,  Comedy,  ,  Drama,  ,  Romance",25562,Soapdish
